Artist 1,Artist 2,Number of Collaborations,Track Names
MadeinTYO,Young Nudy,1,Freaky Girl (feat. Young Nudy)
MadeinTYO,Blood Orange,1,Margiela Problems - feat. Blood Orange
D-Block Europe,Lil Baby,3,NFL; Nookie; Nookie
D-Block Europe,Dave,2,Playing For Keeps; Playing For Keeps
D-Block Europe,Ed Sheeran,2,Lonely Lovers; Lonely Lovers
D-Block Europe,Lil Tjay,3,Wrongs; Just Took A Raid; Wrongs
Jhené Aiko,Playboi Carti,2,BACKD00R (feat. Kendrick Lamar & Jhené Aiko); BACKD00R (feat. Kendrick Lamar & Jhené Aiko)
Jhené Aiko,Kurupt,1,Never Call Me
Jhené Aiko,Childish Gambino,2,I. Pink Toes; Bed Peace
Lil Baby,Tee Grizzley,1,Covid (feat. Lil Baby)
Lil Baby,Polo G,7,Be Something; 3 Headed Goat (feat. Lil Baby & Polo G); Pop Out Again (feat. Lil Baby & Gunna); 3 Headed Goat (feat. Lil Baby & Polo G); Be Something; 3 Headed Goat (feat. Lil Baby & Polo G); Don’t Play (with Lil Baby)
Lil Baby,Kap G,2,Pull Up; Shoe Box
Lil Baby,Ed Sheeran,14,2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby); 2step (feat. Lil Baby)
Lil Baby,Quality Control,10,"Leave Em Alone; Baby (Lil Baby feat. DaBaby); Back On; Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock); Ride (Lil Baby feat. Rylo Rodriguez, 24Heavy); Baby; My Dawg; The Load; Sides; Hook Up"
Lil Baby,Lil Yachty,7,100 Round; SaintLaurentYSL (feat. Lil Baby); Sum More; Bankrupt (Feat. Lil Yachty & Lil Baby); Just How I'm Feelin' (feat. Lil Baby); MICKEY; SaintLaurentYSL - The Martinez Brothers Re-Edit
Lil Baby,Lil Tjay,1,Decline (feat. Lil Baby)
Lil Baby,6ix9ine,1,TIC TOC (feat. Lil Baby)
Lil Baby,NAV,6,Never Sleep (with Lil Baby feat. Travis Scott); Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV); Never Sleep (with Lil Baby feat. Travis Scott); Don't Need Friends (feat. Lil Baby); Don't Need Friends (feat. Lil Baby); Never Sleep (with Lil Baby feat. Travis Scott)
Augustine Mayuga Gonzales,David Peacock,89,"LOST WOODS - new recording; Fallen Down; Spear of Justice; It's Raining Somewhere Else; Dummy!; Determination; Uwa!! So Piano; Bonetrousle; Snowy; Alphys; Death by Glamour; Another Medium; Asgore; MEGALOVANIA; Hopes & Dreams ～ SAVE The World ～ His Theme; Reunited; Aerith's Theme (piano ver.); St. Trina, Discarded Love; St. Trina, Discarded Love - ROZEN Remix; Rennala, Queen of the Full Moon Pt. I; Hikari / Simple and Clean (From ""Kingdom Hearts""); Passion / Sanctuary (From ""Kingdom Hearts II""); Face My Fears (From ""Kingdom Hearts III""); Dirtmouth; Crossroads; Greenpath; Hornet; Reflection; Mantis Lords; City of Tears; Resting Grounds; Dung Defender; Queen’s Gardens; White Palace; Sealed Vessel; Radiance; Hollow Knight; Grimm Troupe; Mohg Redeemed - Piano Solo; Rennala, Queen of the Full Moon Pt. I; Mohg Redeemed - Piano Solo; Light of Miquella - Piano Solo; St. Trina, Discarded Love; St. Trina, Discarded Love - ROZEN Remix; Caustics (Original); Melisma of the Waters (From ""Sea of Stars""); Aquatic Ambience (From ""Donkey Kong Country""); Dark Waters (From ""The Legend of Zelda: Ocarina of Time""); Secret of the Deep Sea (From ""Final Fantasy VII""); Inkwater Marsh (From ""Ori and the Will of the Wisps""); Shore Bordering Another World (From ""Chrono Cross""); Balaenoptera Musculus (From ""Abzu""); The River (From ""Outer Wilds: Echoes of the Eye""); Dire Dire Docks (From ""Super Mario 64""); Delfino Plaza (From ""Super Mario Sunshine""); Cascades (From ""Hyper Light Drifter""); Gris, Pt. 1; Debris; Meridian ~ Chiasm ~ Incipit; Perseverance; Boundary ~ Windmill; Komorebi; Environments; Tobu ~ Karasu; Descent; Unagi; Ascension; Firmament; Comparison; Gris, Pt. 2; In Your Hands ~ Circles; Ruins; Enemy Approaching ~ Stronger Monsters; Heartache; Sans; Mysterious Place; Snowdin Town; Dating Start!; Spider Dance; Temmie Village ~ Tem Shop; Battle Against a True Hero; Metal Crusher; Oh! Piano; Your Best Nightmare ~ Finale; Last Goodbye; Undertale; Chill; Prisoners of Fate; Dragon God"
Johannes Brahms,Moritz Moszkowski,30,"10 Hungarian Dances Wo01: No. 1 in G Minor: Allegro; 10 Hungarian Dances Wo01: No. 2 in D Minor: Allegro Non Assai - Vivo; 10 Hungarian Dances Wo01: No. 3 in F Major: Allegretto; 10 Hungarian Dances Wo01: No. 4 in F Minor: Poco Sostenuto - Vivace; 10 Hungarian Dances Wo01: No. 5 in F-Sharp Minor: Allegro - Vivace; 10 Hungarian Dances Wo01: No. 6 in D-Flat Major: Vivace - Molto Sostenuto; 10 Hungarian Dances Wo01: No. 7 in A Major: Allegretto; 10 Hungarian Dances Wo01: No. 8 in A Minor: Presto; 10 Hungarian Dances Wo01: No. 9 in E Minor: Allegro - Poco Sostenuto; 10 Hungarian Dances Wo01: No. 10 in E Major: Presto; La Traviata: Prelude to Act I; Suite Bergamasque, L.75: III. ""Clair de Lune""; Goyescas, Act I: Intermezzo; Sylvia, Act III: Pizzicato; Horn Concerto in E-Flat Major, K.495: III. Finale; Mignon, Act II: ""Entr'acte""; Pizzicato Polka, Op. 449; 4 Norwegian Dances, Op. 35: II. Allegretto tranquillo e grazioso; Six moments musicaux, Op. 94: III. Allegro moderato in F Minor; Lyric Pieces, Op. 43: I. ""Papillions""; Waltz No. 15 in A-Flat Major, Op. 39; España, Op. 165: II. ""Tango""; 6 Klavierstücke, Op. 15: I. Serenata; Waltz No. 1 In D-Flat Major, Op. 64 ""Minute Waltz""; Children's Corner, L.113: VI. ""Golliwog's Cakewalk""; Humoresque No. 7 in G-Flat Major, Op. 101; Gypsy Songs, Op. 55: IV. ""Songs My Mother Taught Me""; The Music Box, Op. 32; Bagatellen, Op. 81: IV. ""Butterfly""; Lyric Pieces, Op. 71: III. ""Puck"""
Johannes Brahms,Polish National Radio Symphony Orchestra,23,"Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo; Piano Concerto No. 2 in B-Flat Major, Op. 83: II. Allegro appassionato; Piano Concerto No. 2 in B-Flat Major, Op. 83: III. Andante; Piano Concerto No. 2 in B-Flat Major, Op. 83: IV. Allegretto grazioso; 5 Lieder, Op. 47, No. 3. Sonntag: 5 Songs, Op. 47: No. 3, Sonntag (Arr. P. Breiner); Piano Concerto No. 1 in D Minor, Op. 15: I. Maestoso; Piano Concerto No. 1 in D Minor, Op. 15: II. Adagio; Piano Concerto No. 1 in D Minor, Op. 15: III. Rondo: Allegro non troppo; Piano Concerto No. 1 in D Minor, Op. 15: I. Maestoso; Piano Concerto No. 1 in D Minor, Op. 15: II. Adagio; Piano Concerto No. 1 in D Minor, Op. 15: III. Rondo. Allegro non troppo; Piano Concerto No. 1 in D Minor, Op. 15: I. Maestoso; Piano Concerto No. 1 in D Minor, Op. 15: II. Adagio; Piano Concerto No. 1 in D Minor, Op. 15: III. Rondo. Allegro non troppo; Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo; Piano Concerto No. 2 in B-Flat Major, Op. 83: II. Allegro appassionato; Piano Concerto No. 2 in B-Flat Major, Op. 83: III. Andante; Piano Concerto No. 2 in B-Flat Major, Op. 83: IV. Allegretto grazioso; III. Rondo. Allegro non troppo; Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo; Piano Concerto No. 2 in B-Flat Major, Op. 83: II. Allegro appassionato; Piano Concerto No. 2 in B-Flat Major, Op. 83: III. Andante; Piano Concerto No. 2 in B-Flat Major, Op. 83: IV. Allegretto grazioso"
